latitude,longitude,heat
57.0119,10.0562,15
56.9733,9.9233,171
56.7148,10.1168,42
56.6892,9.3367,4
57.1167,8.6167,9
56.5486,8.3102,54
56.8298,8.7501,8
56.3423,8.3375,10
56.6985,8.2124,14
56.7628,8.3194,8
56.4912,8.5838,71
55.6833,12.4833,2
55.2079,14.7418,1
55.1727,14.8099,3
55.1357,15.1414,8
55.8473,12.5689,29
55.6184,12.3281,4
55.7553,12.3233,14
55.7763,12.5901,17
55.8852,12.1982,2
56.0053,11.9483,4
55.1178,12.0573,29
55.0482,12.0556,15
54.7766,11.5002,20
54.8373,11.1284,55
54.7115,11.4642,8
54.7124,11.9255,10
54.8679,11.7392,4
54.6984,11.6267,2
54.8230,12.0584,8
54.5764,11.9300,5
55.3132,11.7523,13
55.1650,11.9787,14
55.5409,11.3796,2
55.7211,11.4655,22
55.6105,11.2406,7
55.6125,11.7703,17
55.7529,11.4530,11
55.8008,11.5516,12
55.6677,11.7397,8
55.8508,11.5856,15
55.9247,11.6680,10
55.7512,11.9608,20
55.5098,12.1351,23
55.2571,12.0212,15
55.3494,12.2338,22
55.4853,10.2554,22
55.2064,10.6852,6
55.5153,10.3976,25
55.3195,10.2066,19
55.3848,10.1378,14
55.3895,10.2629,3
55.5669,10.0886,25
55.4666,10.0216,3
55.2724,10.1048,24
55.3035,10.4643,17
55.1059,10.7124,2
54.9976,10.8438,11
55.1775,10.5255,9
55.3122,10.3190,1
54.8562,10.5173,9
55.2150,10.1226,11
55.0951,10.2423,31
55.3577,10.3065,1
55.3008,11.2712,2
55.4301,9.9297,9
54.8978,11.8841,34
54.8865,11.0911,1
54.7624,11.1873,6
54.8059,11.4304,4
56.6947,9.4934,20
55.9935,12.5045,8
45.4761,9.3532,5
44.7377,8.3373,5
45.9553,13.4668,6
39.9936,8.5413,4
46.0619,13.2422,6
38.1045,13.5334,10
38.0897,15.1354,1
40.6238,14.3810,37
45.4571,12.0076,10
45.5133,11.4688,28
45.5978,9.0463,43
42.5877,13.4889,2
43.1282,12.2868,31
53.4367,-2.9652,82
53.4481,-2.9155,55
53.5605,-0.0322,46
53.5654,-0.0755,107
53.4193,-1.0491,31
51.4362,-0.3093,30
51.6167,-0.3167,49
53.2746,-4.3013,14
53.5305,-2.9548,19
51.4316,-0.7881,40
51.4167,-0.5667,43
50.7747,0.2523,42
50.8467,-0.4487,60
50.8346,0.1362,28
50.7927,-0.0065,19
55.9341,-3.4713,36
56.1333,-3.2500,3
55.9000,-3.3000,2
55.9761,-3.5991,27
55.8803,-4.3055,76
55.1167,-6.3333,43
55.9344,-3.7449,47
55.9129,-3.1609,48
55.9536,-3.4029,5
50.9270,-1.3940,47
51.4880,-0.1057,40
55.6194,-4.6551,36
55.5000,-4.6000,34
51.4566,-0.9680,158
51.3140,-0.3410,55
54.8500,-7.4000,33
57.3709,-2.8293,22
50.2443,-5.2304,25
55.9814,-3.3743,16
53.5333,-2.6167,45
51.5337,-3.2721,26
53.7142,-2.1130,24
53.3861,-2.2599,40
52.0000,-0.4833,17
51.4425,-0.9267,73
51.6242,-0.7453,52
53.7835,-1.7851,63
53.5056,-2.2623,41
53.8328,-1.7255,27
52.6000,-0.2667,49
52.7573,0.4172,95
52.7500,0.3833,37
53.5530,-2.6285,44
53.4800,-2.1454,39
50.6927,-2.0403,39
50.7568,-1.8194,36
50.7497,-1.8734,90
50.6667,-2.6000,36
50.7595,-1.8931,26
52.6426,0.0274,90
53.3740,-2.8700,52
52.4941,-1.8726,13
55.9217,-2.7890,26
55.8300,-3.7955,14
53.8103,-1.5846,18
53.7592,-1.5875,58
52.7560,0.3579,24
52.4536,-0.1162,20
52.7463,0.5170,9
52.6051,-1.6748,15
50.5995,-3.5191,32
52.6628,-2.0111,14
53.5237,-2.4935,4
53.4425,-2.4232,21
50.5367,-3.6272,4
53.2923,-4.5030,40
51.3157,-0.5350,92
51.4503,-1.9747,50
53.1555,-2.3205,42
51.6483,-3.2391,48
55.4163,-4.5050,18
52.0172,-0.6909,43
51.2487,-1.1244,83
51.0544,0.3739,18
52.0269,-0.4957,63
54.5786,-5.9997,36
53.3805,-2.9086,51
51.4849,-1.7519,55
55.9236,-4.5926,7
55.9025,-4.2851,4
51.5265,-0.1929,16
52.2124,0.1534,24
53.3339,-2.9815,11
51.2577,-0.9737,19
52.9891,-1.2835,60
54.6950,11.3888,16
54.9230,12.0510,3
55.5852,11.2454,2
55.6517,11.5015,12
55.3834,12.2811,8
55.6185,11.2145,1
56.0949,12.3852,9
56.9943,9.9909,13
55.5953,12.1832,11
55.7949,12.4510,64
55.3411,12.0694,18
56.0870,10.0372,33
54.8888,12.0410,13
55.5448,12.1239,10
55.6503,12.4100,50
55.6333,12.3667,21
55.2506,11.2935,26
55.8024,9.6954,31
54.6651,11.7343,13
55.5402,11.5915,10
55.2766,11.5790,1
55.8395,12.5443,2
55.1089,11.8747,7
56.1148,10.1834,2
55.8225,12.5732,5
55.3553,11.2471,10
55.6339,11.8712,17
54.8102,11.2712,14
55.4339,11.6880,4
55.9962,11.9676,6
54.9959,12.4463,3
55.4276,9.2843,32
55.2630,11.5217,5
54.9118,11.2165,3
53.6381,62.6965,1
50.4267,80.2667,5
54.8728,69.1430,28
52.2740,77.0044,19
42.3000,69.6000,35
43.4006,77.5933,1
43.2934,76.8409,2
43.3035,77.2408,3
51.1801,71.4460,1
50.3441,83.5129,27
51.1681,52.9978,10
42.9000,71.3667,14
50.2981,57.1814,42
45.0156,78.3739,3
41.6080,2.2877,68
42.1810,2.4901,51
39.8581,-4.0226,104
41.3891,2.1611,2858
41.3984,2.1741,417
43.3079,-2.9450,22
41.4667,2.0833,115
39.5833,-0.4500,21
41.7692,-0.8235,7
41.5168,1.9010,14
42.1989,2.6995,5
40.3456,-1.1065,60
40.2044,-4.0915,2
41.2779,1.9703,87
40.4820,-3.3600,175
41.3500,1.7000,53
40.6788,-3.6164,15
40.1908,-3.6789,72
41.5159,2.1246,27
43.3500,-3.0833,1
38.9667,-0.1833,62
40.7404,-4.1829,14
39.4705,-0.3765,744
40.1221,-3.8470,37
41.5667,2.0167,223
39.4667,-0.3667,178
40.2108,0.0272,120
40.8512,-3.2316,1
37.5422,-5.0826,40
40.2695,-3.9195,31
41.6552,-4.7237,353
39.0420,-0.6592,2
38.8408,0.1057,36
40.1553,-4.1146,5
28.9529,-13.5912,9
28.0606,-15.5491,10
28.0997,-15.4134,321
40.5443,-3.6159,107
40.4469,-3.6137,6
40.4329,-3.8134,193
40.3272,-3.7635,130
40.5475,-3.6420,168
40.4554,-3.4697,95
40.5527,-3.3289,12
37.3834,-5.9789,912
38.9088,1.4330,80
41.7000,2.1667,12
40.0667,-0.2000,16
40.3458,-3.8249,131
41.5534,2.4011,11
41.1833,1.2167,4
41.5333,2.2667,14
28.4682,-16.2546,284
42.8212,-1.5819,15
36.5154,-4.8858,227
42.5748,-1.2828,5
42.8323,-1.6074,5
39.4333,-0.4167,13
40.3057,-3.7329,140
41.3436,2.0366,64
39.5667,-0.3500,8
41.9831,2.8249,197
40.3569,-3.9001,44
42.6718,-2.0323,15
28.0499,-14.3524,12
40.6286,-3.1618,108
40.7247,-3.1731,4
40.6338,-3.2294,10
40.4717,-3.8695,50
43.3666,-8.4068,251
40.4929,-3.8737,80
43.3713,-8.3960,21
40.6591,-3.7676,58
40.4050,-3.8783,59
40.7526,-3.7802,8
40.7972,-3.6197,3
37.2714,-6.9495,195
38.9942,-1.8564,153
40.2842,-3.7941,167
40.2125,-3.8548,14
40.4238,-3.5613,72
40.4239,-3.5326,43
40.4735,-3.8718,20
40.3605,-4.3346,4
42.8169,-1.6432,269
37.2248,-3.6869,16
37.4614,-3.9230,24
40.5035,-3.5278,34
36.9185,-3.4818,21
36.9026,-3.4238,5
36.9644,-3.0539,2
39.5694,2.6502,539
41.6086,2.1353,10
39.8768,3.0163,21
41.3932,2.0069,23
40.3223,-3.8650,174
39.3546,3.1291,6
36.7202,-4.4203,613
39.5743,2.6552,145
40.0011,3.8414,51
39.9832,4.0118,5
40.9688,-5.6639,202
37.1882,-3.6067,490
36.7605,-2.1091,2
36.8844,-2.1830,12
37.6143,-7.2488,1
40.0311,-3.6025,50
40.1402,-3.4227,5
40.6935,-3.3354,4
40.5236,-3.1799,1
28.9630,-13.5477,90
41.1561,1.1069,148
39.4765,-6.3722,117
37.8357,-0.7910,31
42.3502,-3.6753,218
42.4382,-3.6785,1
36.8381,-2.4597,184
41.9562,2.6360,11
36.8236,-4.7058,14
36.8529,-4.8200,1
36.7107,-4.6330,17
36.8724,-4.6990,17
42.2641,-8.7846,20
39.9833,-0.7500,1
40.2283,-0.0791,1
40.6572,-4.6995,86
41.4740,1.9306,24
35.2937,-2.9383,40
37.4162,-6.0742,6
28.0351,-16.6607,31
28.0996,-16.6810,22
28.7308,-13.8675,19
28.6326,-13.9041,4
27.9924,-15.4192,94
29.1601,-13.4929,1
28.0944,-15.4591,92
41.4301,2.1925,122
41.3860,2.0757,28
41.3773,2.0881,67
40.5500,0.5333,1
40.7131,0.5810,27
40.5432,0.4808,12
40.8123,0.7101,4
37.1410,-3.6185,34
43.2804,-8.2147,29
28.5348,-16.3587,7
43.2667,-2.5000,7
43.3167,-2.6833,37
43.2691,-2.6896,5
43.2627,-2.9253,566
43.1292,-2.5406,15
42.6498,-8.8176,11
42.2620,3.1769,34
43.3128,-1.9750,114
43.3119,-1.9023,81
43.3687,-1.7961,28
43.1624,-2.0711,1
43.2166,-2.0253,27
39.5111,2.5353,31
36.6865,-6.1361,225
36.4192,-6.1494,91
38.3452,-0.4815,409
43.4647,-3.8044,229
36.4759,-6.1982,79
28.3737,-16.7634,2
28.2606,-16.4297,1
28.8000,-17.7667,2
28.1794,-17.2666,2
28.3908,-16.5231,33
43.0183,-2.5260,5
43.2956,-2.9973,100
40.9984,-4.1180,3
40.1560,0.0433,6
41.6657,0.5556,14
40.2415,-3.7000,49
38.2368,-1.1617,2
38.1156,-3.0848,10
37.9938,-3.4710,19
38.0133,-3.3705,38
28.4034,-16.3499,3
39.0535,1.4905,34
41.8878,2.8752,13
37.0194,-4.5612,56
38.2756,-3.6153,15
28.3548,-16.3727,30
37.4020,-6.0331,24
42.2244,2.1686,11
39.7547,2.9006,2
41.4500,2.2474,178
28.0667,-16.5833,1
41.5819,2.5494,19
43.3200,-3.9595,2
39.5937,-3.0417,12
41.5333,2.0833,20
38.8779,-6.9706,175
40.4921,-3.8713,2
40.5578,-3.8917,28
38.1814,-1.1259,12
38.9161,-6.3437,73
36.7339,-3.6907,30
39.9635,-4.8308,87
37.2099,-7.4027,15
39.5087,2.4766,16
42.4667,-2.4500,200
41.2667,1.7667,26
40.2390,-4.1934,7
40.5765,-3.9266,26
40.0434,-3.8328,8
40.0537,0.0623,24
39.8770,-0.0558,17
41.4938,2.2945,14
41.5947,-0.9327,11
37.6051,-0.9862,139
38.0687,-6.5388,11
37.3446,-6.0639,59
41.8167,2.7167,7
37.7692,-3.7903,131
37.2491,-1.7982,8
36.7641,-2.6151,2
36.6640,-4.5614,39
27.9209,-15.4406,20
39.4752,-0.4183,30
37.8916,-4.7727,373
40.1599,-4.7946,7
36.5400,-4.6247,86
39.1684,-5.0505,1
37.2829,-5.9209,126
42.8029,-1.7751,1
42.6880,-1.8460,1
41.3330,-5.5769,2
42.6683,-8.7229,4
43.2675,-5.7376,1
42.1167,-3.0821,1
43.3667,-5.7500,1
43.3962,-5.5907,6
42.2472,-3.9853,1
40.2323,-4.6220,1
42.1167,-8.7250,11
43.0318,-3.0295,8
43.5833,-8.1833,1
42.6647,-5.8295,2
42.5000,-7.5500,1
43.2130,-8.6910,31
42.3167,-7.2500,1
42.5667,-8.8333,9
41.7378,-3.6266,1
43.2247,-8.6712,38
41.4911,2.1408,58
41.8587,3.0793,23
41.1983,1.6364,18
42.2372,2.7094,1
39.6622,-0.2175,43
41.1559,1.1074,8
39.5696,3.2096,55
39.7824,-0.1874,4
41.0766,1.1416,40
41.3959,1.9592,8
38.7400,-0.0109,4
38.9807,1.3036,26
37.9787,-0.6822,130
41.5096,2.3936,29
41.9556,2.2331,6
38.9197,-0.1193,21
39.3833,-0.7000,6
41.5403,2.2131,52
41.1833,1.4667,11
40.9000,0.8000,13
41.1167,1.2500,210
38.4013,-0.5794,5
37.5988,-1.3155,21
41.1632,1.0822,5
41.1879,1.5697,21
41.9333,3.1833,3
42.0104,1.5646,2
41.6991,2.7189,18
41.8373,0.2368,1
39.8833,4.2500,10
41.5421,2.4445,123
41.7833,2.7333,16
42.6000,-5.5703,202
42.4266,-2.4194,5
42.7056,-8.3333,3
42.9248,-1.8634,1
41.0753,-3.8712,1
43.3965,-3.5892,1
43.3603,-5.8448,310
40.8588,-4.8799,1
42.8094,-3.5235,1
42.8500,-7.8167,2
42.3367,-7.8641,107
42.6638,-6.4177,1
41.6535,-5.9971,1
42.5871,-8.7630,6
42.8895,-7.8954,1
41.2861,1.2499,34
41.7964,1.0506,1
41.1823,1.0453,2
40.2203,0.1965,6
38.7311,-0.0691,40
41.3833,2.0500,49
41.7500,1.8667,12
41.6167,0.6333,7
42.1056,2.8126,2
41.6742,2.7904,57
38.9833,-0.5167,36
41.5437,1.8941,25
39.5115,-6.0988,1
36.8493,-4.2466,4
36.4276,-5.1459,82
37.4712,-5.6461,29
40.1010,-6.4638,1
36.7286,-4.4337,223
36.5648,-5.2156,1
37.4257,-6.7932,6
36.8126,-4.0820,14
37.1852,-5.7809,50
40.4615,-3.1723,5
36.7781,-6.3515,57
36.1681,-5.3478,76
40.7160,0.5301,1
41.1429,1.3727,10
41.7833,2.7833,19
41.6000,1.9167,8
41.0748,1.0524,36
41.8167,3.0667,13
41.1958,1.6062,24
41.6180,2.6678,24
42.2469,3.1206,9
39.5500,-0.3833,6
41.2655,1.3652,1
41.9174,3.1631,31
41.6333,2.7167,5
41.4833,2.1833,37
41.3975,1.7846,3
39.1667,-0.5167,8
43.4832,-8.2369,104
43.2655,-8.4174,2
43.4486,-6.7053,5
43.3355,-4.9520,1
43.0099,-7.5560,185
42.5940,-6.5039,1
42.8855,-2.3475,1
42.4652,-7.5546,32
42.6865,-2.9470,48
42.2522,-8.5878,6
43.3473,-2.8482,26
42.1667,-7.6333,1
43.3253,-4.3930,1
42.2768,-3.7891,3
43.4416,-5.8183,14
42.0833,-8.4000,1
43.3377,-6.4145,3
43.4776,-3.5696,1
41.9415,-7.4339,12
43.2466,-1.9913,23
43.2096,-3.3690,3
40.2465,-3.3146,3
40.1001,-4.0433,3
43.4098,-3.4161,25
40.2774,-3.2775,103
42.7500,-8.5000,14
42.4333,-8.6333,61
41.6994,-6.3465,3
41.1665,-5.3683,2
41.0192,-5.0087,1
43.2500,-8.9000,2
40.9067,-5.5920,5
43.2167,-8.9167,1
42.2328,-8.7226,378
42.5833,-7.3833,1
40.6727,-4.0895,14
43.0500,-8.6667,1
43.5333,-5.7000,1
28.2010,-15.6696,2
40.1415,-3.9182,6
40.8880,-4.4721,1
40.1989,-3.7970,8
42.8500,-2.6727,186
41.7455,1.8048,7
39.8536,-0.1564,13
43.3789,-2.9831,27
43.3313,-8.3608,7
40.6419,-4.0150,4
41.9457,-2.4793,2
38.5382,-0.1310,104
42.8607,-1.6874,2
35.6961,51.4231,1723
59.3211,10.3981,4
60.8350,10.0736,8
60.2616,5.3566,4
60.8013,11.1305,7
59.0560,10.1248,9
59.8457,10.7823,2287
60.7364,5.1610,7
59.2950,11.0990,37
60.8429,11.0394,4
60.1680,10.2565,79
59.2115,11.1903,18
59.2740,10.4623,6
59.4138,5.2680,124
59.9059,10.7483,914
60.7682,10.2477,4
60.3930,5.3242,309
60.7803,10.6237,10
59.9205,10.9385,35
69.3628,18.3175,1
59.3037,10.4237,30
59.4133,10.6758,8
59.9396,10.9843,14
63.4317,10.3961,435
59.2568,5.1966,47
60.9919,10.1364,1
59.2675,10.4076,53
60.3688,5.2261,22
60.1808,5.4015,6
59.9214,10.4907,11
58.9545,5.6012,20
59.4335,10.6963,60
59.1500,8.8167,1
59.3776,10.7503,20
59.9167,10.7500,261
59.7955,11.4660,9
60.7989,5.3042,3
62.9572,10.7240,3
41.6561,-0.8773,628
41.4515,2.2081,66
41.4969,2.1574,33
41.4500,2.2167,3
41.4307,2.2186,17
39.9769,-4.9764,3
40.0739,-3.8512,7
40.3000,-3.4667,30
40.6351,-4.0049,63
41.6096,-4.7969,23
43.3921,-3.6879,4
43.3833,-3.7386,5
43.2383,-2.8759,5
43.4095,-3.9422,10
41.0083,-5.6488,7
40.2708,-5.8672,5
43.3082,-4.2357,8
41.6167,0.6222,152
41.7167,0.7667,1
41.4333,0.9833,2
39.4557,-0.4610,25
39.1500,-0.4333,53
39.5167,-0.4167,26
41.5063,-5.7446,75
41.4798,2.3188,32
39.4657,-0.4601,28
36.5282,-6.1901,45
38.5101,-0.2437,49
41.4921,2.3652,40
28.4853,-16.3201,138
41.4923,2.0330,77
42.0096,-4.5241,94
41.5433,2.1094,186
39.1667,-0.2500,19
40.0667,-2.1333,52
41.6398,2.3574,33
42.8141,-1.6412,83
28.0989,-15.4722,1
37.1601,-3.5355,9
28.4656,-16.3081,63
39.4371,-0.4655,20
40.5669,-3.2599,42
41.3500,2.0833,84
41.3667,2.0667,29
40.9481,-4.1184,98
37.3379,-5.8395,51
41.5167,2.2333,10
53.5652,9.8000,20
51.4610,7.4837,15
49.2493,12.3071,6
50.8956,7.1818,44
50.7026,7.2584,62
53.4188,11.2332,13
51.4991,9.7618,17
54.0648,12.8827,2
52.1727,9.2491,36
51.4157,9.1850,13
50.6000,8.8333,14
52.7600,9.2256,1
50.3280,7.2228,29
50.0902,8.4493,46
50.6832,10.9186,55
49.5173,10.0091,2
48.5584,12.8167,10
48.6167,11.9500,4
48.8619,12.8629,5
48.8409,12.9607,60
49.0341,11.4739,13
51.6000,7.7667,24
48.6931,9.4153,17
51.8773,12.0777,1
49.0450,9.0369,1
54.7102,8.5317,1
50.5802,12.8069,11
48.4001,10.5992,20
50.8747,7.3537,38
50.8619,8.6976,10
50.8364,13.6762,1
48.0883,9.2303,23
48.4889,8.6734,26
50.2554,7.8970,2
51.4830,11.9720,75
51.4901,9.1464,34
49.6392,8.0119,5
48.4761,12.2582,6
50.1061,7.4621,3
48.2392,9.6098,3
51.0927,8.9345,11
48.1630,8.8611,2
49.2737,7.7686,1
51.0250,7.6560,21
50.3167,7.1167,1
52.1222,8.9600,21
50.9787,11.0328,55
49.6667,7.8667,4
52.4500,8.9667,2
54.0524,12.0531,7
53.1362,7.5747,26
49.1333,10.1833,9
48.6418,11.7809,32
49.4833,8.7950,8
50.4369,7.5452,33
51.8453,6.6035,25
51.0832,7.5309,24
52.5650,13.7281,21
51.3717,12.3321,28
50.3667,6.8667,1
49.6000,7.8000,1
50.6875,7.3375,1
51.0856,8.0889,20
51.2601,7.7661,34
51.4961,9.3850,23
50.4706,9.0775,1
51.1251,10.1160,2
49.5752,6.5745,3
51.9109,12.1384,1
50.8000,9.6000,11
51.7326,6.5903,25
50.4248,9.1984,10
49.7686,11.9397,12
52.4207,10.6233,5
51.0936,8.6264,13
52.7667,10.4918,3
51.8202,9.8696,51
51.4796,11.9370,37
49.9643,10.1200,9
49.0808,9.4606,12
51.7721,8.3181,11
51.4970,9.2821,5
51.0585,8.7833,32
50.2167,11.1333,3
50.9584,13.9370,50
52.3914,9.7083,3
53.9883,9.2236,2
50.8294,6.4620,22
49.9264,8.4073,21
51.0712,13.3363,19
48.7171,11.3214,5
48.4478,12.0357,10
53.1094,8.7814,125
50.8940,11.6890,1
50.1323,9.1346,22
52.6620,11.5564,7
51.8384,8.0309,19
53.2832,11.6829,2
51.2518,9.4075,63
51.6712,11.7707,10
51.3782,10.1374,32
50.6356,9.3978,17
51.3968,12.2214,30
53.7088,12.1888,2
50.9000,13.4444,4
50.4500,12.0667,10
51.4862,12.0283,21
51.0278,8.9667,6
52.3333,8.7500,13
53.3012,11.0837,7
52.2946,8.8976,22
50.3909,8.0073,2
52.1221,10.3761,93
48.4894,9.6861,20
51.3561,8.4890,19
51.0409,14.4190,10
52.5667,9.2500,6
51.1161,7.3986,30
50.3167,7.8667,1
52.4088,7.9729,45
50.2167,12.3167,2
51.3966,9.4702,14
53.7693,9.0627,7
52.3135,13.0300,21
53.7833,9.6167,4
50.1000,6.5500,2
48.6665,9.5746,2
53.1698,7.7501,14
53.0584,11.4534,1
50.5749,7.6250,3
53.1167,9.2333,1
51.7946,11.7401,59
51.2777,12.5883,9
52.3167,7.7833,7
49.1917,8.2514,3
51.2598,9.6887,9
49.8341,8.4962,36
49.8833,10.1667,3
50.5903,12.7066,24
47.8203,9.7949,6
48.9717,12.9351,2
50.9945,11.0528,29
48.4241,11.5252,6
51.3484,9.5256,11
52.4833,8.3667,2
51.0196,7.3776,45
52.2672,7.4443,41
49.4523,7.0582,15
49.9500,7.8333,8
48.5954,10.2607,3
51.1680,7.9730,24
47.9093,9.4285,2
51.1671,12.2514,7
50.4763,12.3703,17
52.3007,7.1576,24
52.9857,10.0876,26
50.8500,11.9667,2
50.9109,13.3388,81
50.5788,7.2270,23
48.8852,9.5293,20
49.0375,11.5839,8
50.7424,9.4731,7
48.8083,8.6832,1
53.3815,10.7238,13
51.6061,10.1326,1
51.2095,7.8726,34
50.9940,11.0276,31
49.5956,11.1577,1
51.3078,13.2917,15
52.0777,8.4179,18
51.1833,13.9667,1
50.4459,8.0425,16
50.0776,9.7934,1
51.0762,10.3317,9
50.6488,7.9083,5
53.7112,12.9692,2
52.4353,11.8072,12
51.5833,9.5667,4
52.0666,10.7409,2
49.1629,10.3385,20
52.4182,9.6021,70
51.2856,9.2717,19
52.1944,11.5889,12
50.6218,12.7315,9
54.5667,9.5833,3
51.0500,7.0167,40
49.6833,7.6500,1
51.5000,8.1333,13
51.0000,9.2167,5
49.7167,7.7500,1
53.8584,8.7090,16
49.7958,8.2894,1
49.8029,10.1652,19
50.8060,9.3859,6
51.3999,12.6496,2
49.8167,7.4333,3
51.9678,9.0473,22
50.9584,11.7204,1
50.9043,7.5406,38
51.2667,9.4833,13
52.8945,8.4338,30
51.4410,11.9856,7
50.8437,7.4841,15
50.6256,6.9491,35
49.3474,8.6873,18
50.6728,7.8978,1
50.9969,8.1106,20
53.2112,14.2082,2
49.7121,8.8390,23
51.1333,11.3833,1
50.3525,12.1375,1
50.6788,12.0941,7
50.3769,7.0917,1
52.7271,9.5725,2
51.4701,11.9675,94
53.3844,8.2410,10
37.3967,57.9295,3
30.2832,57.0788,14
32.6572,51.6776,28
46.5583,12.5496,6
45.5929,12.0439,8
37.6553,12.5899,34
45.7365,8.7836,5
45.2853,11.7838,8
43.8074,10.8773,8
43.6702,10.5851,6
51.6289,12.1174,10
51.5874,12.6437,13
51.6612,12.2687,30
51.2625,13.2294,1
51.0888,12.4384,7
51.6503,11.5115,15
51.7330,13.0473,16
51.2755,12.3691,39
51.0572,12.5575,16
51.7117,12.2753,3
51.4000,12.0463,18
51.7519,11.9709,46
51.1252,11.6353,2
51.6353,12.6473,17
51.5266,11.8265,18
51.4612,11.2076,4
51.7492,12.1280,1
51.3360,12.6102,21
51.2333,12.5500,1
51.3667,12.3833,282
51.1450,12.6445,14
51.4722,11.2953,51
51.5000,12.8000,4
51.6178,12.3069,23
51.2015,11.9684,31
50.9751,11.0637,37
51.8083,12.2410,13
51.1978,12.4145,10
51.5923,11.4522,13
51.1574,12.9279,7
51.3442,12.3865,50
51.3500,12.5333,19
51.1797,11.9614,1
51.1221,13.1103,32
51.8744,12.6060,47
51.2969,11.8076,10
51.2362,13.0457,10
49.4403,11.0809,34
48.8885,11.1968,20
48.4765,7.9438,32
51.1576,6.7328,23
48.0652,11.6508,58
50.0900,8.6816,42
54.3187,10.1703,12
51.2637,6.5473,83
49.0483,8.0369,2
49.5489,8.6670,54
50.1162,8.6365,64
51.2732,7.2350,24
50.5669,8.6538,21
47.8376,11.1489,27
48.8026,9.2177,27
53.5389,10.0343,18
51.8956,11.0562,31
50.0734,8.1960,24
51.3875,7.3928,35
51.3166,9.4912,37
51.4353,7.0352,32
51.3467,7.2434,45
51.5355,6.8116,29
49.9039,8.5887,30
51.5175,6.8332,23
50.7113,12.0543,3
51.5255,12.3428,40
51.5010,7.3371,33
51.3392,6.5862,46
52.1333,11.6167,94
50.7333,6.6000,15
51.3209,6.4941,45
52.4866,13.4672,37
48.9474,9.4372,48
52.5155,13.4062,63
52.5599,13.3851,24
49.9896,8.4225,105
50.1789,8.5134,89
48.8086,9.2792,33
52.4031,13.2601,27
50.7610,7.0630,29
49.4996,8.4939,38
51.4824,6.9748,12
48.3060,11.9069,78
52.5443,13.4414,43
54.3347,10.1348,42
53.6170,10.6874,26
54.1215,10.6468,21
53.6021,9.9589,50
51.6645,7.6342,13
51.9745,8.4686,28
51.4194,6.8937,12
50.4942,12.1353,47
53.8705,10.6986,21
53.5432,10.1694,29
52.0245,8.5326,47
52.4873,13.3509,14
51.3319,6.5717,24
50.8002,7.2077,69
51.9667,7.6333,31
52.1159,8.1996,14
51.1209,12.0241,7
50.8181,6.1347,61
52.1917,8.8093,21
51.2734,6.6484,35
52.4768,13.4325,45
50.1049,8.6295,117
48.6312,8.0761,42
53.5992,11.4040,11
51.4490,6.9734,27
53.8667,9.8833,6
54.3161,9.7810,1
54.1500,10.9667,11
53.8050,9.9745,53
54.6000,9.5833,2
54.5216,9.5586,36
54.0345,10.7322,5
53.5886,10.0483,30
53.4616,10.0109,34
53.9523,9.0111,15
53.9833,9.8167,4
54.0833,12.1333,48
53.9516,10.2063,6
53.5528,9.9361,79
54.2958,10.9016,14
54.1792,9.2987,1
53.5957,10.0016,59
53.9189,10.6969,32
54.4167,9.5167,7
49.9661,8.2663,34
49.2012,8.6418,8
51.4803,7.2183,28
48.5618,8.8486,1
52.4824,13.3289,22
48.7667,9.1833,1214
52.0000,8.4000,37
51.0636,6.0998,41
53.5740,9.9747,24
47.9942,7.8470,34
49.4324,11.0497,24
52.3271,12.6625,15
49.5386,8.3540,45
51.0331,7.0520,25
50.0876,8.2797,21
51.0500,13.7500,202
48.3981,9.9700,57
51.6163,7.6445,53
51.2504,6.9754,47
47.8560,12.3462,25
51.1911,6.4467,69
51.6132,7.1956,30
48.5094,9.2040,13
51.4706,6.8568,29
48.9112,12.6896,18
52.2240,10.4989,20
48.8285,9.3131,19
48.4845,9.1939,27
48.0019,11.3442,50
50.1416,8.6155,26
48.9819,9.5705,23
51.2000,11.8667,5
52.5122,13.4164,75
50.0979,8.5999,65
48.8879,9.3927,21
50.1457,8.6549,37
51.1668,6.8253,24
52.5921,13.4579,8
50.1209,8.6966,41
51.2881,11.5775,7
51.4004,6.8773,29
52.3000,9.4500,32
51.6833,10.1000,11
52.3964,9.5973,53
52.4476,9.7374,56
52.2634,10.1992,11
51.6569,9.6350,7
52.4713,10.1581,32
51.7066,10.0000,32
52.2084,9.5542,28
52.3233,10.2307,21
52.4402,9.6655,38
52.3188,9.6550,59
52.4008,9.7217,6
52.1337,8.6963,26
52.6110,10.0993,29
53.5844,10.0288,243
51.6677,8.7228,17
48.1088,11.7265,76
50.7636,10.3272,5
47.6808,11.2012,6
53.6001,12.7578,37
52.4358,12.5297,27
51.7560,14.3197,37
51.4535,7.0102,32
51.4216,6.7553,19
49.1243,8.5980,74
52.1263,11.6011,16
51.4913,6.7741,16
50.9956,9.7284,17
50.0200,8.6961,69
50.1139,8.9107,18
50.8720,9.7089,41
50.0993,8.7852,36
49.6524,7.1667,10
50.1391,8.8864,11
49.7144,7.3078,41
50.2078,6.4202,17
50.7167,9.9000,3
50.2667,8.4500,16
50.5619,9.7131,23
50.1252,8.6865,33
49.6833,6.8833,3
50.2833,8.8333,10
50.0263,8.8859,84
50.2222,6.6598,15
